,date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,pk,pkatt,season,team
11,2017-12-08,21:30,Primera Div,Matchweek 12,Fri,Home,W,1,0,CA Huracán,65.0,,Lucas Acosta,4-2-3-1,Darío Herrera,Match Report,,13.0,7.0,,0,0,2018,Belgrano
12,2018-01-28,17:00,Primera Div,Matchweek 13,Sun,Away,W,2,1,Club Olimpo,46.0,,Lucas Acosta,4-2-3-1,Juan Pompei,Match Report,,10.0,4.0,,0,0,2018,Belgrano
13,2018-02-02,21:15,Primera Div,Matchweek 14,Fri,Home,D,0,0,Lanús,44.0,,Matías Suárez,4-2-3-1,Ariel Penel,Match Report,,16.0,3.0,,0,0,2018,Belgrano
14,2018-02-11,17:00,Primera Div,Matchweek 15,Sun,Away,L,1,2,Godoy Cruz,47.0,,Matías Suárez,4-2-3-1,Pablo Dóvalo,Match Report,,6.0,2.0,,0,0,2018,Belgrano
15,2018-02-16,21:15,Primera Div,Matchweek 16,Fri,Home,D,2,2,Vélez Sarsf,37.0,,Matías Suárez,4-1-4-1,Nicolás Lamolina,Match Report,,11.0,7.0,,1,1,2018,Belgrano
16,2018-02-25,17:00,Primera Div,Matchweek 17,Sun,Away,W,1,0,Chacarita,50.0,,Matías Suárez,4-3-3,Andrés Merlos,Match Report,,9.0,4.0,,0,0,2018,Belgrano
17,2018-03-02,19:00,Primera Div,Matchweek 18,Fri,Home,D,2,2,Patronato,48.0,,Matías Suárez,5-3-2,Néstor Pitana,Match Report,,20.0,8.0,,1,1,2018,Belgrano
18,2018-03-12,19:00,Primera Div,Matchweek 19,Mon,Away,D,1,1,Defensa y Just,48.0,,Matías Suárez,4-1-4-1,Juan Pompei,Match Report,,9.0,4.0,,0,0,2018,Belgrano
19,2018-03-18,20:00,Primera Div,Matchweek 20,Sun,Away,L,1,3,River Plate,37.0,,Matías Suárez,4-2-3-1,Diego Abal,Match Report,,10.0,4.0,,0,0,2018,Belgrano
20,2018-03-30,21:15,Primera Div,Matchweek 21,Fri,Home,D,2,2,Racing Club,33.0,,Matías Suárez,4-4-1-1,Germán Delfino,Match Report,,17.0,7.0,,0,0,2018,Belgrano
21,2018-04-07,13:15,Primera Div,Matchweek 22,Sat,Away,L,1,2,Rosario Cent,48.0,,Matías Suárez,4-2-3-1,Hernán Mastrángelo,Match Report,,23.0,5.0,,1,1,2018,Belgrano
22,2018-04-14,17:45,Primera Div,Matchweek 23,Sat,Home,W,3,0,Arsenal,58.0,,Matías Suárez,4-1-4-1,Diego Ceballos,Match Report,,17.0,7.0,,0,0,2018,Belgrano
23,2018-04-20,21:15,Primera Div,Matchweek 24,Fri,Away,W,1,0,Estudiantes,47.0,,Matías Suárez,4-1-4-1,Patricio Loustau,Match Report,,6.0,1.0,,0,0,2018,Belgrano
24,2018-04-29,15:30,Primera Div,Matchweek 25,Sun,Home,W,1,0,Colón,43.0,,Matías Suárez,4-1-4-1,Silvio Trucco,Match Report,,21.0,6.0,,0,0,2018,Belgrano
25,2018-05-04,21:15,Primera Div,Matchweek 26,Fri,Away,L,0,2,San Lorenzo,52.0,,Matías Suárez,4-4-1-1,Nicolás Lamolina,Match Report,,14.0,3.0,,0,0,2018,Belgrano
26,2018-05-12,20:00,Primera Div,Matchweek 27,Sat,Home,L,2,3,Temperley,58.0,,Cristian Lema,4-1-4-1,Hernán Mastrángelo,Match Report,,27.0,9.0,,1,1,2018,Belgrano
0,2017-08-25,19:05,Primera Div,Matchweek 1,Fri,Away,W,3,0,Tigre,52.0,,Fabián Cubero,4-2-2-2,Darío Herrera,Match Report,,15.0,6.0,,0,0,2018,Velez Sarsf
1,2017-09-08,19:05,Primera Div,Matchweek 2,Fri,Home,W,2,0,Tucumán,55.0,,Fabián Cubero,4-4-2,Germán Delfino,Match Report,,15.0,4.0,,0,0,2018,Velez Sarsf
2,2017-09-17,11:05,Primera Div,Matchweek 3,Sun,Away,D,0,0,Talleres,39.0,,Fabián Cubero,4-4-2,Nicolás Lamolina,Match Report,,5.0,2.0,,0,0,2018,Velez Sarsf
3,2017-09-23,18:05,Primera Div,Matchweek 4,Sat,Home,L,0,4,Boca Juniors,56.0,,Fabián Cubero,4-4-2,Fernando Espinoza,Match Report,,11.0,2.0,,0,0,2018,Velez Sarsf
4,2017-10-01,16:05,Primera Div,Matchweek 5,Sun,Away,L,0,1,Independiente,47.0,,Alan Aguerre,4-4-2,Facundo Tello,Match Report,,6.0,1.0,,0,0,2018,Velez Sarsf
5,2017-10-14,18:05,Primera Div,Matchweek 6,Sat,Home,W,1,0,Newell's OB,62.0,,Gastón Díaz,4-4-2,Darío Herrera,Match Report,,12.0,3.0,,0,0,2018,Velez Sarsf
6,2017-10-29,14:05,Primera Div,Matchweek 7,Sun,Away,L,0,4,Gimnasia ELP,62.0,,Gastón Díaz,4-4-2,Andrés Merlos,Match Report,,10.0,4.0,,0,0,2018,Velez Sarsf
7,2017-11-06,21:05,Primera Div,Matchweek 8,Mon,Home,L,0,2,CA Unión,54.0,,Gastón Díaz,4-2-3-1,Federico Beligoy,Match Report,,10.0,2.0,,0,0,2018,Velez Sarsf
8,2017-11-20,21:30,Primera Div,Matchweek 9,Mon,Away,L,0,1,CA Huracán,66.0,,Emiliano Amor,4-2-3-1,Mariano González,Match Report,,11.0,2.0,,0,0,2018,Velez Sarsf
9,2017-11-23,19:15,Primera Div,Matchweek 12,Thu,Home,L,0,1,Godoy Cruz,68.0,,Fabián Cubero,4-2-3-1,Fernando Echenique,Match Report,,18.0,4.0,,0,0,2018,Velez Sarsf
10,2017-11-27,19:15,Primera Div,Matchweek 10,Mon,Home,W,3,0,Club Olimpo,57.0,,Fabián Cubero,4-4-2,Pablo Echavarría,Match Report,,14.0,6.0,,0,0,2018,Velez Sarsf
11,2017-12-04,17:00,Primera Div,Matchweek 11,Mon,Away,D,0,0,Lanús,44.0,,Fabián Cubero,4-4-2,Jorge Baliño,Match Report,,21.0,5.0,,0,0,2018,Velez Sarsf
12,2018-01-27,17:00,Primera Div,Matchweek 13,Sat,Away,W,1,0,Defensa y Just,43.0,,César Rigamonti,4-2-3-1,Patricio Loustau,Match Report,,6.0,4.0,,1,1,2018,Velez Sarsf
13,2018-02-05,19:00,Primera Div,Matchweek 14,Mon,Away,L,0,2,Chacarita,60.0,,Marco Torsiglieri,4-2-3-1,Fernando Rapallini,Match Report,,11.0,1.0,,0,0,2018,Velez Sarsf
14,2018-02-10,17:00,Primera Div,Matchweek 15,Sat,Home,L,0,2,Patronato,66.0,,Fabián Cubero,3-3-3-1,Fernando Espinoza,Match Report,,22.0,7.0,,0,0,2018,Velez Sarsf
15,2018-02-16,21:15,Primera Div,Matchweek 16,Fri,Away,D,2,2,Belgrano,63.0,,Marco Torsiglieri,4-3-3,Nicolás Lamolina,Match Report,,13.0,5.0,,0,0,2018,Velez Sarsf
16,2018-02-24,19:15,Primera Div,Matchweek 17,Sat,Home,W,1,0,River Plate,52.0,,Fabián Cubero,4-2-3-1,Mauro Vigliano,Match Report,,16.0,4.0,,0,0,2018,Velez Sarsf
17,2018-03-04,21:30,Primera Div,Matchweek 18,Sun,Away,L,1,2,Racing Club,52.0,,Fabián Cubero,4-3-3,Patricio Loustau,Match Report,,11.0,6.0,,0,0,2018,Velez Sarsf
18,2018-03-11,19:15,Primera Div,Matchweek 19,Sun,Home,D,2,2,Rosario Cent,65.0,,Mauro Zárate,4-3-3,Federico Beligoy,Match Report,,16.0,4.0,,0,0,2018,Velez Sarsf
19,2018-03-18,13:15,Primera Div,Matchweek 20,Sun,Away,D,1,1,Arsenal,64.0,,Fabián Cubero,4-3-3,Fernando Echenique,Match Report,,16.0,4.0,,1,1,2018,Velez Sarsf
20,2018-03-31,13:15,Primera Div,Matchweek 21,Sat,Home,D,3,3,Estudiantes,60.0,,Fabián Cubero,4-2-3-1,Facundo Tello,Match Report,,12.0,6.0,,0,0,2018,Velez Sarsf
21,2018-04-16,21:15,Primera Div,Matchweek 23,Mon,Home,D,2,2,San Lorenzo,59.0,,Fabián Cubero,4-2-3-1,Fernando Espinoza,Match Report,,15.0,4.0,,0,0,2018,Velez Sarsf
22,2018-04-21,13:15,Primera Div,Matchweek 24,Sat,Away,W,4,2,Temperley,57.0,,Fabián Cubero,3-4-3,Bruno Bocca,Match Report,,9.0,4.0,,0,0,2018,Velez Sarsf
23,2018-04-28,13:15,Primera Div,Matchweek 25,Sat,Home,W,1,0,Banfield,62.0,,Alan Aguerre,4-3-3,Andrés Merlos,Match Report,,17.0,7.0,,0,0,2018,Velez Sarsf
24,2018-05-04,19:00,Primera Div,Matchweek 26,Fri,Away,W,2,0,San Martín SJ,54.0,,Alan Aguerre,4-2-3-1,Jorge Baliño,Match Report,,15.0,7.0,,0,0,2018,Velez Sarsf
25,2018-05-10,17:45,Primera Div,Matchweek 22,Thu,Away,W,1,0,Colón,52.0,,Fabián Cubero,4-2-3-1,Andrés Merlos,Match Report,,15.0,5.0,,0,0,2018,Velez Sarsf
26,2018-05-13,20:00,Primera Div,Matchweek 27,Sun,Home,D,1,1,Argentinos Jun,64.0,,Mauro Zárate,4-2-3-1,Darío Herrera,Match Report,,13.0,3.0,,0,0,2018,Velez Sarsf
0,2017-08-27,14:05,Primera Div,Matchweek 1,Sun,Home,W,2,1,Godoy Cruz,50.0,,Cristian Lucchetti,4-4-2,Jorge Baliño,Match Report,,12.0,6.0,,0,0,2018,Tucuman
1,2017-09-08,19:05,Primera Div,Matchweek 2,Fri,Away,L,0,2,Vélez Sarsf,45.0,,Cristian Lucchetti,4-4-1-1,Germán Delfino,Match Report,,10.0,1.0,,0,0,2018,Tucuman
2,2017-09-17,14:05,Primera Div,Matchweek 3,Sun,Home,D,1,1,Chacarita,48.0,,Luis Miguel Rodríguez,4-4-2,Facundo Tello,Match Report,,15.0,2.0,,0,0,2018,Tucuman
3,2017-09-22,21:05,Primera Div,Matchweek 4,Fri,Away,L,1,2,Patronato,65.0,,Cristian Lucchetti,4-4-2,Silvio Trucco,Match Report,,15.0,5.0,,0,0,2018,Tucuman
4,2017-09-29,21:05,Primera Div,Matchweek 5,Fri,Home,D,0,0,Belgrano,51.0,,Cristian Lucchetti,4-2-3-1,Darío Herrera,Match Report,,10.0,2.0,,0,0,2018,Tucuman
5,2017-10-15,18:05,Primera Div,Matchweek 6,Sun,Away,D,2,2,River Plate,34.0,,Cristian Lucchetti,4-4-2,Federico Beligoy,Match Report,,13.0,6.0,,0,0,2018,Tucuman
6,2017-10-28,18:20,Primera Div,Matchweek 7,Sat,Home,W,3,1,Racing Club,43.0,,Cristian Lucchetti,4-2-3-1,Fernando Echenique,Match Report,,16.0,7.0,,0,0,2018,Tucuman
7,2017-11-04,18:05,Primera Div,Matchweek 8,Sat,Away,W,1,0,Rosario Cent,38.0,,Gervasio Núñez,4-4-1-1,Andrés Merlos,Match Report,,9.0,2.0,,0,0,2018,Tucuman
8,2017-11-17,19:15,Primera Div,Matchweek 9,Fri,Home,D,0,0,Arsenal,64.0,,Luis Miguel Rodríguez,4-2-3-1,Germán Delfino,Match Report,,18.0,7.0,,0,0,2018,Tucuman
9,2017-11-26,17:00,Primera Div,Matchweek 10,Sun,Away,L,0,1,Estudiantes,49.0,,Luis Miguel Rodríguez,4-2-3-1,Silvio Trucco,Match Report,,8.0,0.0,,0,0,2018,Tucuman
10,2017-11-30,19:15,Primera Div,Matchweek 12,Thu,Away,L,0,2,San Lorenzo,49.0,,Guillermo Acosta,4-4-2,Ariel Penel,Match Report,,11.0,5.0,,0,0,2018,Tucuman
11,2017-12-04,19:15,Primera Div,Matchweek 11,Mon,Home,W,2,0,Colón,53.0,,Luis Miguel Rodríguez,4-2-3-1,Andrés Merlos,Match Report,,13.0,7.0,,0,0,2018,Tucuman
12,2018-01-29,19:00,Primera Div,Matchweek 13,Mon,Home,W,3,0,Temperley,50.0,,Luis Miguel Rodríguez,4-4-1-1,Mauro Vigliano,Match Report,,11.0,4.0,,0,0,2018,Tucuman
13,2018-02-03,17:00,Primera Div,Matchweek 14,Sat,Away,D,0,0,Banfield,63.0,,Luis Miguel Rodríguez,4-4-1-1,Germán Delfino,Match Report,,5.0,3.0,,0,0,2018,Tucuman
14,2018-02-12,19:00,Primera Div,Matchweek 15,Mon,Home,W,2,1,San Martín SJ,43.0,,Luis Miguel Rodríguez,4-4-2,Andrés Merlos,Match Report,,14.0,6.0,,1,1,2018,Tucuman
15,2018-02-17,17:00,Primera Div,Matchweek 16,Sat,Away,D,2,2,Argentinos Jun,34.0,,Luis Miguel Rodríguez,4-4-1-1,Ramiro López,Match Report,,10.0,5.0,,0,0,2018,Tucuman
16,2018-02-24,21:30,Primera Div,Matchweek 17,Sat,Home,D,0,0,Tigre,47.0,,Yonathan Cabral,4-4-2,Pablo Echavarría,Match Report,,14.0,3.0,,0,0,2018,Tucuman
17,2018-03-04,17:00,Primera Div,Matchweek 18,Sun,Home,L,0,1,Defensa y Just,58.0,,Luis Miguel Rodríguez,4-4-2,Silvio Trucco,Match Report,,8.0,1.0,,0,0,2018,Tucuman
18,2018-03-09,21:15,Primera Div,Matchweek 19,Fri,Away,L,1,3,Talleres,36.0,,Rodrigo Aliendro,4-2-3-1,Hernán Mastrángelo,Match Report,,9.0,2.0,,0,0,2018,Tucuman
19,2018-03-18,17:45,Primera Div,Matchweek 20,Sun,Home,D,1,1,Boca Juniors,32.0,,Nery Leyes,4-4-2,Darío Herrera,Match Report,,9.0,2.0,,0,0,2018,Tucuman
20,2018-03-31,20:00,Primera Div,Matchweek 21,Sat,Away,W,2,0,Independiente,30.0,,Luis Miguel Rodríguez,4-4-2,Fernando Echenique,Match Report,,13.0,6.0,,0,0,2018,Tucuman
21,2018-04-08,15:30,Primera Div,Matchweek 22,Sun,Home,D,1,1,Newell's OB,50.0,,Luis Miguel Rodríguez,4-4-2,Jorge Baliño,Match Report,,13.0,6.0,,0,0,2018,Tucuman
22,2018-04-13,19:00,Primera Div,Matchweek 23,Fri,Away,W,2,1,Gimnasia ELP,50.0,,Rodrigo Aliendro,4-4-2,Juan Pompei,Match Report,,12.0,4.0,,0,0,2018,Tucuman
23,2018-04-22,15:30,Primera Div,Matchweek 24,Sun,Home,D,0,0,CA Unión,58.0,,David Barbona,4-4-1-1,Darío Herrera,Match Report,,11.0,1.0,,0,0,2018,Tucuman
24,2018-04-28,20:00,Primera Div,Matchweek 25,Sat,Away,L,2,3,CA Huracán,61.0,,David Barbona,4-1-4-1,Patricio Loustau,Match Report,,17.0,7.0,,0,0,2018,Tucuman
25,2018-05-05,20:00,Primera Div,Matchweek 26,Sat,Home,D,1,1,Club Olimpo,55.0,,Guillermo Acosta,4-2-3-1,Diego Abal,Match Report,,13.0,4.0,,1,1,2018,Tucuman
26,2018-05-11,21:15,Primera Div,Matchweek 27,Fri,Away,D,0,0,Lanús,43.0,,David Barbona,4-4-1-1,Juan Pompei,Match Report,,9.0,0.0,,0,0,2018,Tucuman
0,2017-08-28,21:05,Primera Div,Matchweek 1,Mon,Home,W,2,1,Arsenal,55.0,,Leandro Desábato,4-2-3-1,Silvio Trucco,Match Report,,13.0,7.0,,0,0,2018,Estudiantes
1,2017-09-09,16:05,Primera Div,Matchweek 2,Sat,Home,L,0,1,Defensa y Just,45.0,,Leandro Desábato,4-2-3-1,Fernando Espinoza,Match Report,,10.0,6.0,,0,0,2018,Estudiantes
2,2017-09-15,21:05,Primera Div,Matchweek 3,Fri,Away,D,0,0,Colón,44.0,,Mariano Andújar,4-4-2,Pedro Argañaraz,Match Report,,5.0,3.0,,0,0,2018,Estudiantes
3,2017-09-25,21:05,Primera Div,Matchweek 4,Mon,Home,L,1,3,San Lorenzo,51.0,,Leandro Desábato,4-4-2,Ariel Penel,Match Report,,15.0,4.0,,0,0,2018,Estudiantes
4,2017-09-30,16:05,Primera Div,Matchweek 5,Sat,Away,W,3,0,Temperley,37.0,,Leandro Desábato,4-3-1-2,Fernando Echenique,Match Report,,12.0,5.0,,0,0,2018,Estudiantes
5,2017-10-14,16:15,Primera Div,Matchweek 6,Sat,Home,D,1,1,Banfield,59.0,,Leandro Desábato,4-3-2-1,Andrés Merlos,Match Report,,11.0,2.0,,0,0,2018,Estudiantes
6,2017-10-28,16:10,Primera Div,Matchweek 7,Sat,Away,L,0,1,San Martín SJ,59.0,,Gastón Fernández,4-1-4-1,Nicolás Lamolina,Match Report,,10.0,1.0,,0,0,2018,Estudiantes
7,2017-11-05,14:05,Primera Div,Matchweek 8,Sun,Home,W,1,0,Argentinos Jun,43.0,,Mariano Andújar,4-2-3-1,Pablo Echavarría,Match Report,,10.0,1.0,,0,0,2018,Estudiantes
8,2017-11-19,17:00,Primera Div,Matchweek 9,Sun,Away,L,0,2,Tigre,73.0,,Mariano Andújar,4-3-3,Andrés Merlos,Match Report,,7.0,0.0,,0,0,2018,Estudiantes
9,2017-11-26,17:00,Primera Div,Matchweek 10,Sun,Home,W,1,0,Tucumán,51.0,,Leandro Desábato,4-2-3-1,Silvio Trucco,Match Report,,14.0,1.0,,0,0,2018,Estudiantes
10,2017-12-03,17:00,Primera Div,Matchweek 11,Sun,Away,W,1,0,Talleres,29.0,,Leandro Desábato,4-3-1-2,Diego Abal,Match Report,,5.0,2.0,,0,0,2018,Estudiantes
11,2017-12-10,21:30,Primera Div,Matchweek 12,Sun,Home,L,0,1,Boca Juniors,39.0,,Leandro Desábato,4-2-3-1,Fernando Espinoza,Match Report,,13.0,2.0,,0,0,2018,Estudiantes
12,2018-01-29,21:15,Primera Div,Matchweek 13,Mon,Away,W,2,1,Independiente,34.0,,Leandro Desábato,5-3-2,Jorge Baliño,Match Report,,16.0,5.0,,0,0,2018,Estudiantes
13,2018-02-04,17:00,Primera Div,Matchweek 14,Sun,Home,W,4,2,Newell's OB,43.0,,Leandro Desábato,4-4-2,Patricio Loustau,Match Report,,17.0,9.0,,1,1,2018,Estudiantes
14,2018-02-10,17:00,Primera Div,Matchweek 15,Sat,Away,D,0,0,Gimnasia ELP,40.0,,Leandro Desábato,4-1-2-1-2◆,Diego Abal,Match Report,,10.0,2.0,,0,0,2018,Estudiantes
15,2018-02-16,19:00,Primera Div,Matchweek 16,Fri,Home,W,2,0,CA Unión,54.0,,Mariano Andújar,4-3-3,Andrés Merlos,Match Report,,10.0,5.0,,0,0,2018,Estudiantes
16,2018-02-23,19:00,Primera Div,Matchweek 17,Fri,Away,L,0,1,CA Huracán,59.0,,Leandro Desábato,3-1-4-2,Juan Pompei,Match Report,,4.0,1.0,,0,0,2018,Estudiantes
17,2018-03-05,19:00,Primera Div,Matchweek 18,Mon,Home,W,1,0,Club Olimpo,59.0,,Leandro Desábato,4-4-2,Fernando Espinoza,Match Report,,16.0,5.0,,0,0,2018,Estudiantes
18,2018-03-11,17:00,Primera Div,Matchweek 19,Sun,Away,D,0,0,Lanús,48.0,,Mariano Andújar,4-2-3-1,Jorge Baliño,Match Report,,9.0,2.0,,0,0,2018,Estudiantes
19,2018-03-18,15:30,Primera Div,Matchweek 20,Sun,Home,L,0,1,Godoy Cruz,69.0,,Leandro Desábato,4-3-1-2,Héctor Paletta,Match Report,,16.0,2.0,,0,0,2018,Estudiantes
20,2018-03-31,13:15,Primera Div,Matchweek 21,Sat,Away,D,3,3,Vélez Sarsf,40.0,,Jonathan Schunke,4-4-2,Facundo Tello,Match Report,,13.0,6.0,,0,0,2018,Estudiantes
21,2018-04-09,21:15,Primera Div,Matchweek 22,Mon,Home,L,0,2,Chacarita,56.0,,Leandro Desábato,4-2-3-1,Néstor Pitana,Match Report,,11.0,1.0,,0,0,2018,Estudiantes
22,2018-04-15,13:15,Primera Div,Matchweek 23,Sun,Away,W,1,0,Patronato,51.0,,Leandro Desábato,4-2-2-2,Silvio Trucco,Match Report,,11.0,3.0,,0,0,2018,Estudiantes
23,2018-04-20,21:15,Primera Div,Matchweek 24,Fri,Home,L,0,1,Belgrano,53.0,,Mariano Andújar,5-3-2,Patricio Loustau,Match Report,,12.0,4.0,,0,0,2018,Estudiantes
24,2018-05-06,20:00,Primera Div,Matchweek 26,Sun,Home,L,1,2,Racing Club,54.0,,Leandro Desábato,5-3-2,Fernando Espinoza,Match Report,,14.0,4.0,,0,0,2018,Estudiantes
25,2018-05-11,16:45,Primera Div,Matchweek 25,Fri,Away,L,0,2,River Plate,41.0,,Mariano Andújar,4-4-2,Ariel Penel,Match Report,,14.0,4.0,,0,0,2018,Estudiantes
26,2018-05-14,19:00,Primera Div,Matchweek 27,Mon,Away,D,1,1,Rosario Cent,42.0,,Leandro Desábato,4-1-4-1,Jorge Baliño,Match Report,,16.0,4.0,,0,0,2018,Estudiantes
0,2017-08-25,21:05,Primera Div,Matchweek 1,Fri,Home,W,2,1,Belgrano,40.0,,Darío Cvitanich,4-1-2-1-2◆,Germán Delfino,Match Report,,13.0,8.0,,1,1,2018,Banfield
1,2017-09-10,18:05,Primera Div,Matchweek 2,Sun,Away,L,1,3,River Plate,34.0,,Darío Cvitanich,4-2-2-2,Néstor Pitana,Match Report,,10.0,1.0,,0,0,2018,Banfield
2,2017-09-17,16:05,Primera Div,Matchweek 3,Sun,Home,W,1,0,Racing Club,37.0,,Darío Cvitanich,4-2-2-2,Ariel Penel,Match Report,,11.0,4.0,,0,0,2018,Banfield
3,2017-09-24,16:05,Primera Div,Matchweek 4,Sun,Away,W,4,0,Rosario Cent,33.0,,Darío Cvitanich,4-4-2,Mauro Vigliano,Match Report,,8.0,4.0,,1,1,2018,Banfield
4,2017-10-02,19:05,Primera Div,Matchweek 5,Mon,Home,L,1,2,Arsenal,60.0,,Darío Cvitanich,4-4-2,Jorge Baliño,Match Report,,23.0,5.0,,0,0,2018,Banfield
5,2017-10-14,16:15,Primera Div,Matchweek 6,Sat,Away,D,1,1,Estudiantes,41.0,,Darío Cvitanich,4-4-2,Andrés Merlos,Match Report,,7.0,4.0,,0,0,2018,Banfield
6,2017-10-27,19:05,Primera Div,Matchweek 7,Fri,Home,D,1,1,Colón,56.0,,Darío Cvitanich,4-2-2-2,Darío Herrera,Match Report,,12.0,2.0,,1,1,2018,Banfield
7,2017-11-04,16:15,Primera Div,Matchweek 8,Sat,Away,W,1,0,San Lorenzo,36.0,,Gonzalo Bettini,4-2-2-2,Germán Delfino,Match Report,,5.0,1.0,,0,0,2018,Banfield
8,2017-11-18,17:00,Primera Div,Matchweek 9,Sat,Home,D,0,0,Temperley,54.0,,Renato Civelli,4-2-2-2,Hernán Mastrángelo,Match Report,,10.0,3.0,,0,0,2018,Banfield
9,2017-11-24,17:00,Primera Div,Matchweek 10,Fri,Home,L,0,1,Defensa y Just,53.0,,Renato Civelli,4-2-2-2,Fernando Espinoza,Match Report,,21.0,7.0,,0,0,2018,Banfield
10,2017-12-04,21:30,Primera Div,Matchweek 11,Mon,Away,L,1,2,San Martín SJ,61.0,,Renato Civelli,4-4-2,Silvio Trucco,Match Report,,12.0,3.0,,0,0,2018,Banfield
11,2017-12-09,17:00,Primera Div,Matchweek 12,Sat,Home,L,2,3,Argentinos Jun,60.0,,Renato Civelli,4-2-2-2,Andrés Merlos,Match Report,,13.0,4.0,,0,0,2018,Banfield
12,2018-01-26,19:00,Primera Div,Matchweek 13,Fri,Away,W,2,1,Tigre,34.0,,Darío Cvitanich,4-2-3-1,Néstor Pitana,Match Report,,8.0,4.0,,1,1,2018,Banfield
13,2018-02-03,17:00,Primera Div,Matchweek 14,Sat,Home,D,0,0,Tucumán,37.0,,Facundo Altamirano,4-1-4-1,Germán Delfino,Match Report,,15.0,4.0,,0,0,2018,Banfield
14,2018-02-11,17:00,Primera Div,Matchweek 15,Sun,Away,L,0,1,Talleres,31.0,,Facundo Altamirano,4-2-3-1,Darío Herrera,Match Report,,7.0,1.0,,0,0,2018,Banfield
15,2018-02-18,21:30,Primera Div,Matchweek 16,Sun,Home,L,0,1,Boca Juniors,34.0,,Gonzalo Bettini,4-1-4-1,Mauro Vigliano,Match Report,,10.0,3.0,,0,0,2018,Banfield
16,2018-02-25,17:00,Primera Div,Matchweek 17,Sun,Away,L,0,1,Independiente,41.0,,Darío Cvitanich,4-1-4-1,Facundo Tello,Match Report,,11.0,2.0,,0,0,2018,Banfield
17,2018-03-04,17:00,Primera Div,Matchweek 18,Sun,Home,W,1,0,Newell's OB,41.0,,Darío Cvitanich,4-4-2,Ariel Penel,Match Report,,9.0,2.0,,0,0,2018,Banfield
18,2018-03-09,19:00,Primera Div,Matchweek 19,Fri,Away,W,2,0,Gimnasia ELP,38.0,,Darío Cvitanich,4-4-2,Pedro Argañaraz,Match Report,,10.0,5.0,,0,0,2018,Banfield
19,2018-03-19,19:00,Primera Div,Matchweek 20,Mon,Home,L,0,2,CA Unión,53.0,,Darío Cvitanich,4-4-2,Andrés Merlos,Match Report,,6.0,3.0,,0,0,2018,Banfield
20,2018-03-30,19:00,Primera Div,Matchweek 21,Fri,Away,D,1,1,CA Huracán,44.0,,Darío Cvitanich,4-1-4-1,Silvio Trucco,Match Report,,6.0,3.0,,1,1,2018,Banfield
21,2018-04-07,17:45,Primera Div,Matchweek 22,Sat,Home,W,3,0,Club Olimpo,52.0,,Jesús Dátolo,4-3-3,Fernando Espinoza,Match Report,,17.0,5.0,,0,0,2018,Banfield
22,2018-04-14,15:30,Primera Div,Matchweek 23,Sat,Away,D,0,0,Lanús,44.0,,Darío Cvitanich,4-1-4-1,Germán Delfino,Match Report,,5.0,1.0,,0,0,2018,Banfield
23,2018-04-21,17:45,Primera Div,Matchweek 24,Sat,Home,D,1,1,Godoy Cruz,50.0,,Darío Cvitanich,4-1-4-1,Federico Beligoy,Match Report,,12.0,5.0,,0,0,2018,Banfield
24,2018-04-28,13:15,Primera Div,Matchweek 25,Sat,Away,L,0,1,Vélez Sarsf,38.0,,Darío Cvitanich,4-1-4-1,Andrés Merlos,Match Report,,7.0,1.0,,0,0,2018,Banfield
25,2018-05-07,19:00,Primera Div,Matchweek 26,Mon,Home,W,2,1,Chacarita,48.0,,Darío Cvitanich,4-4-2,Darío Herrera,Match Report,,16.0,2.0,,0,0,2018,Banfield
26,2018-05-12,13:15,Primera Div,Matchweek 27,Sat,Away,D,0,0,Patronato,50.0,,Darío Cvitanich,4-4-2,Pablo Echavarría,Match Report,,18.0,4.0,,0,0,2018,Banfield
0,2017-08-27,11:05,Primera Div,Matchweek 1,Sun,Home,W,2,0,Patronato,53.0,,Luis Ardente,4-4-1-1,Diego Abal,Match Report,,14.0,6.0,,0,0,2018,San Martin SJ
1,2017-09-09,14:05,Primera Div,Matchweek 2,Sat,Away,L,0,1,Belgrano,45.0,,Luis Ardente,4-2-3-1,Andrés Merlos,Match Report,,10.0,3.0,,0,0,2018,San Martin SJ
2,2017-09-17,20:05,Primera Div,Matchweek 3,Sun,Home,L,1,3,River Plate,50.0,,Luis Ardente,4-3-3,Fernando Echenique,Match Report,,13.0,3.0,,0,0,2018,San Martin SJ
3,2017-09-24,20:05,Primera Div,Matchweek 4,Sun,Away,D,0,0,Racing Club,34.0,,Luis Ardente,4-2-3-1,Néstor Pitana,Match Report,,5.0,1.0,,0,0,2018,San Martin SJ
4,2017-10-01,14:05,Primera Div,Matchweek 5,Sun,Home,W,3,1,Rosario Cent,62.0,,Luis Ardente,4-2-3-1,Juan Pompei,Match Report,,11.0,5.0,,1,1,2018,San Martin SJ
5,2017-10-16,21:05,Primera Div,Matchweek 6,Mon,Away,W,1,0,Arsenal,54.0,4000.0,Luis Ardente,4-2-3-1,Diego Abal,Match Report,,12.0,4.0,,0,0,2018,San Martin SJ
6,2017-10-28,16:10,Primera Div,Matchweek 7,Sat,Home,W,1,0,Estudiantes,41.0,,Luis Ardente,4-2-3-1,Nicolás Lamolina,Match Report,,4.0,1.0,,1,1,2018,San Martin SJ
